fold,mode,total_trades,winning_trades,losing_trades,win_rate,total_pnl,total_return_pct,avg_win,avg_loss,largest_win,largest_loss,current_capital,peak_capital,current_drawdown,open_positions,start_time,end_time
102,rule,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:00.533926,2026-02-19 16:16:00.533932
102,ml,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:00.861649,2026-02-19 16:16:00.861655
103,rule,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:01.114472,2026-02-19 16:16:01.114478
103,ml,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:01.388439,2026-02-19 16:16:01.388450
104,rule,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:01.624886,2026-02-19 16:16:01.624890
104,ml,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:01.896730,2026-02-19 16:16:01.896734
105,rule,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:02.119446,2026-02-19 16:16:02.119451
105,ml,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:02.549784,2026-02-19 16:16:02.549793
106,rule,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:02.800570,2026-02-19 16:16:02.800574
106,ml,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:03.056941,2026-02-19 16:16:03.056947
107,rule,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:03.289447,2026-02-19 16:16:03.289450
107,ml,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:03.550635,2026-02-19 16:16:03.550639
108,rule,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:03.779911,2026-02-19 16:16:03.779916
108,ml,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:04.039398,2026-02-19 16:16:04.039402
109,rule,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:04.269608,2026-02-19 16:16:04.269612
109,ml,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:04.528969,2026-02-19 16:16:04.528972
110,rule,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:04.759165,2026-02-19 16:16:04.759199
110,ml,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:05.014040,2026-02-19 16:16:05.014044
111,rule,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:05.326651,2026-02-19 16:16:05.326657
111,ml,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:05.798187,2026-02-19 16:16:05.798191
112,rule,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:06.020625,2026-02-19 16:16:06.020634
112,ml,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:06.281614,2026-02-19 16:16:06.281618
113,rule,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:06.507428,2026-02-19 16:16:06.507432
113,ml,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:06.771317,2026-02-19 16:16:06.771325
114,rule,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:06.994426,2026-02-19 16:16:06.994432
114,ml,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:07.261495,2026-02-19 16:16:07.261500
115,rule,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:07.486519,2026-02-19 16:16:07.486523
115,ml,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:07.920287,2026-02-19 16:16:07.920295
116,rule,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:08.346400,2026-02-19 16:16:08.346406
116,ml,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:08.757112,2026-02-19 16:16:08.757149
117,rule,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:09.363105,2026-02-19 16:16:09.363110
117,ml,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:09.802939,2026-02-19 16:16:09.802943
118,rule,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:10.026408,2026-02-19 16:16:10.026412
118,ml,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:10.299362,2026-02-19 16:16:10.299370
119,rule,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:10.529762,2026-02-19 16:16:10.529766
119,ml,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:10.796752,2026-02-19 16:16:10.796756
120,rule,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:11.046846,2026-02-19 16:16:11.046854
120,ml,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:11.322070,2026-02-19 16:16:11.322078
121,rule,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:11.549519,2026-02-19 16:16:11.549525
121,ml,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:11.820970,2026-02-19 16:16:11.820976
122,rule,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:12.053609,2026-02-19 16:16:12.053619
122,ml,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:12.340604,2026-02-19 16:16:12.340608
123,rule,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:12.681208,2026-02-19 16:16:12.681211
123,ml,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:12.971187,2026-02-19 16:16:12.971194
124,rule,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:13.212309,2026-02-19 16:16:13.212316
124,ml,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:13.479304,2026-02-19 16:16:13.479311
125,rule,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:13.715785,2026-02-19 16:16:13.715792
125,ml,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:13.996356,2026-02-19 16:16:13.996360
126,rule,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:14.276127,2026-02-19 16:16:14.276131
126,ml,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:14.537376,2026-02-19 16:16:14.537383
127,rule,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:14.774117,2026-02-19 16:16:14.774121
127,ml,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:15.141323,2026-02-19 16:16:15.141329
128,rule,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:15.658032,2026-02-19 16:16:15.658040
128,ml,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:15.942801,2026-02-19 16:16:15.942805
129,rule,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:16.183423,2026-02-19 16:16:16.183428
129,ml,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:16.546210,2026-02-19 16:16:16.546214
130,rule,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:16.840860,2026-02-19 16:16:16.840866
130,ml,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:17.111103,2026-02-19 16:16:17.111108
131,rule,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:17.500838,2026-02-19 16:16:17.500880
131,ml,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:17.777788,2026-02-19 16:16:17.777792
132,rule,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:18.021437,2026-02-19 16:16:18.021441
132,ml,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:18.287682,2026-02-19 16:16:18.287695
133,rule,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:18.529489,2026-02-19 16:16:18.529492
133,ml,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:18.800069,2026-02-19 16:16:18.800073
134,rule,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:19.025253,2026-02-19 16:16:19.025257
134,ml,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:19.293495,2026-02-19 16:16:19.293501
135,rule,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:19.706883,2026-02-19 16:16:19.706889
135,ml,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:19.983214,2026-02-19 16:16:19.983218
136,rule,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:20.213369,2026-02-19 16:16:20.213373
136,ml,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:20.490878,2026-02-19 16:16:20.490886
137,rule,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:20.722007,2026-02-19 16:16:20.722011
137,ml,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:20.977734,2026-02-19 16:16:20.977738
138,rule,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:21.211920,2026-02-19 16:16:21.211924
138,ml,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:21.476002,2026-02-19 16:16:21.476006
139,rule,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:21.885488,2026-02-19 16:16:21.885492
139,ml,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:22.148429,2026-02-19 16:16:22.148434
140,rule,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:22.373524,2026-02-19 16:16:22.373529
140,ml,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:22.629707,2026-02-19 16:16:22.629712
141,rule,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:22.858985,2026-02-19 16:16:22.858989
141,ml,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:23.114438,2026-02-19 16:16:23.114442
142,rule,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:23.344148,2026-02-19 16:16:23.344152
142,ml,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:23.774269,2026-02-19 16:16:23.774274
143,rule,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:24.009976,2026-02-19 16:16:24.009982
143,ml,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:24.481438,2026-02-19 16:16:24.481442
144,rule,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:24.723012,2026-02-19 16:16:24.723016
144,ml,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:24.991683,2026-02-19 16:16:24.991687
145,rule,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:25.225292,2026-02-19 16:16:25.225297
145,ml,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:25.502606,2026-02-19 16:16:25.502693
146,rule,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:25.942433,2026-02-19 16:16:25.942444
146,ml,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:26.255498,2026-02-19 16:16:26.255504
147,rule,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:26.481940,2026-02-19 16:16:26.481944
147,ml,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:26.748100,2026-02-19 16:16:26.748106
148,rule,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:26.972689,2026-02-19 16:16:26.972693
148,ml,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:27.237687,2026-02-19 16:16:27.237693
149,rule,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:27.467162,2026-02-19 16:16:27.467197
149,ml,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:27.734938,2026-02-19 16:16:27.734943
150,rule,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:28.129584,2026-02-19 16:16:28.129589
150,ml,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:28.399075,2026-02-19 16:16:28.399079
151,rule,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:28.621766,2026-02-19 16:16:28.621770
151,ml,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:28.882481,2026-02-19 16:16:28.882487
152,rule,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:29.105036,2026-02-19 16:16:29.105040
152,ml,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:29.371019,2026-02-19 16:16:29.371023
153,rule,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:29.594805,2026-02-19 16:16:29.594809
153,ml,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:29.859550,2026-02-19 16:16:29.859558
154,rule,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:30.083893,2026-02-19 16:16:30.083897
154,ml,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:30.354127,2026-02-19 16:16:30.354136
155,rule,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:30.589693,2026-02-19 16:16:30.589697
155,ml,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:31.013170,2026-02-19 16:16:31.013175
156,rule,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:31.240641,2026-02-19 16:16:31.240645
156,ml,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:31.500765,2026-02-19 16:16:31.500769
157,rule,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:31.731040,2026-02-19 16:16:31.731044
157,ml,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:31.992152,2026-02-19 16:16:31.992156
158,rule,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:32.397834,2026-02-19 16:16:32.397838
158,ml,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:32.675096,2026-02-19 16:16:32.675100
159,rule,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:32.903993,2026-02-19 16:16:32.904000
159,ml,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:33.175598,2026-02-19 16:16:33.175602
160,rule,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:33.399440,2026-02-19 16:16:33.399444
160,ml,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:33.661215,2026-02-19 16:16:33.661219
161,rule,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:33.884925,2026-02-19 16:16:33.884930
161,ml,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:34.143979,2026-02-19 16:16:34.143985
162,rule,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:34.371822,2026-02-19 16:16:34.371826
162,ml,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:34.627885,2026-02-19 16:16:34.627889
163,rule,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:35.058175,2026-02-19 16:16:35.058180
163,ml,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:35.324324,2026-02-19 16:16:35.324328
164,rule,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:35.563932,2026-02-19 16:16:35.563935
164,ml,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:35.892175,2026-02-19 16:16:35.892180
165,rule,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:36.112519,2026-02-19 16:16:36.112523
165,ml,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:36.377098,2026-02-19 16:16:36.377102
166,rule,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:36.603467,2026-02-19 16:16:36.603529
166,ml,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:36.870471,2026-02-19 16:16:36.870477
167,rule,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:37.093080,2026-02-19 16:16:37.093085
167,ml,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:37.358622,2026-02-19 16:16:37.358627
168,rule,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:37.580225,2026-02-19 16:16:37.580230
168,ml,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:37.844908,2026-02-19 16:16:37.844912
169,rule,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:38.070180,2026-02-19 16:16:38.070183
169,ml,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:38.335171,2026-02-19 16:16:38.335177
170,rule,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:38.559139,2026-02-19 16:16:38.559143
170,ml,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:38.935513,2026-02-19 16:16:38.935523
171,rule,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:39.187897,2026-02-19 16:16:39.187901
171,ml,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:39.447189,2026-02-19 16:16:39.447197
172,rule,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:39.871267,2026-02-19 16:16:39.871272
172,ml,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:40.143349,2026-02-19 16:16:40.143355
173,rule,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:40.396556,2026-02-19 16:16:40.396563
173,ml,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:40.673658,2026-02-19 16:16:40.673662
174,rule,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:40.897267,2026-02-19 16:16:40.897271
174,ml,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:41.158140,2026-02-19 16:16:41.158144
175,rule,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:41.381578,2026-02-19 16:16:41.381583
175,ml,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:41.647766,2026-02-19 16:16:41.647772
176,rule,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:41.875358,2026-02-19 16:16:41.875361
176,ml,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:42.134095,2026-02-19 16:16:42.134100
177,rule,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:42.361701,2026-02-19 16:16:42.361706
177,ml,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:42.644777,2026-02-19 16:16:42.644781
178,rule,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:43.047560,2026-02-19 16:16:43.047570
178,ml,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:43.312674,2026-02-19 16:16:43.312678
179,rule,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:43.536132,2026-02-19 16:16:43.536155
179,ml,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:43.802021,2026-02-19 16:16:43.802064
180,rule,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:44.027230,2026-02-19 16:16:44.027234
180,ml,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:44.321608,2026-02-19 16:16:44.321612
181,rule,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:44.542809,2026-02-19 16:16:44.542814
181,ml,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:44.809736,2026-02-19 16:16:44.809740
182,rule,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:45.032923,2026-02-19 16:16:45.032927
182,ml,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:45.506549,2026-02-19 16:16:45.506554
183,rule,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:45.823736,2026-02-19 16:16:45.823741
183,ml,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:46.144918,2026-02-19 16:16:46.144922
184,rule,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:46.373321,2026-02-19 16:16:46.373327
184,ml,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:46.644615,2026-02-19 16:16:46.644620
185,rule,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:46.870148,2026-02-19 16:16:46.870155
185,ml,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:47.128522,2026-02-19 16:16:47.128526
186,rule,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:47.778213,2026-02-19 16:16:47.778216
186,ml,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:48.050360,2026-02-19 16:16:48.050364
187,rule,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:48.291880,2026-02-19 16:16:48.291885
187,ml,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:48.548403,2026-02-19 16:16:48.548407
188,rule,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:48.780255,2026-02-19 16:16:48.780259
188,ml,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:49.038741,2026-02-19 16:16:49.038745
189,rule,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:49.270105,2026-02-19 16:16:49.270108
189,ml,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:49.717426,2026-02-19 16:16:49.717430
190,rule,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:49.938279,2026-02-19 16:16:49.938283
190,ml,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:50.205049,2026-02-19 16:16:50.205053
191,rule,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:50.447851,2026-02-19 16:16:50.447855
191,ml,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:50.713313,2026-02-19 16:16:50.713317
192,rule,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:50.937752,2026-02-19 16:16:50.937756
192,ml,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:51.203157,2026-02-19 16:16:51.203163
193,rule,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:51.424430,2026-02-19 16:16:51.424434
193,ml,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:51.831788,2026-02-19 16:16:51.831792
194,rule,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:52.055877,2026-02-19 16:16:52.055881
194,ml,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:52.320724,2026-02-19 16:16:52.320728
195,rule,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:52.541309,2026-02-19 16:16:52.541313
195,ml,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:52.805979,2026-02-19 16:16:52.805983
196,rule,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:53.027118,2026-02-19 16:16:53.027121
196,ml,0,0,0,0,0,0.0,0,0,0,0,500.0,500.0,0.0,0,2026-02-15 12:16:53.291384,2026-02-19 16:16:53.291388
